,method,fct_mean,fct_std,location,forecast_date,target_end_date,target,FIPS,cases,q_0.025,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.975,wis
2532536,AR,1194.021108436267,80.50116304968252,12,2021-01-11,2021-01-16,1-step_ahead,12113,1041.0,1036.2417281453027,1090.8547169017852,1139.7238990803924,1194.021108436267,1248.3183177921417,1297.1874999707488,1351.8004887272314,80.21714919991226
2532537,AR,1059.8525083047823,70.71222349382519,12,2021-01-04,2021-01-16,2-step_ahead,12113,1041.0,921.2590969901379,969.2311475831308,1012.1578383446226,1059.8525083047823,1107.547178264942,1150.4738690264335,1198.4459196194268,16.665009097866708
2532538,AR,852.1706672136916,68.75647752366054,12,2020-12-28,2021-01-16,3-step_ahead,12113,1041.0,717.4104475634794,764.0556958019122,805.7951278643953,852.1706672136916,898.5462065629878,940.2856386254707,986.930886863904,125.48591693723041
2532539,AR,762.0147028045363,62.14366392253356,12,2020-12-21,2021-01-16,4-step_ahead,12113,1041.0,640.2153596490094,682.374393015936,720.0994384491574,762.0147028045363,803.9299671599153,841.6550125931368,883.8140459600634,221.73408119365777
2532540,ARIMA,1116.4797111458977,715.2118166947456,12,2020-12-21,2021-01-16,4-step_ahead,12113,1041.0,0.0,199.89888776474868,634.076671566173,1116.4797111458977,1598.8827507256226,2033.0605345270471,2518.269113185062,150.0612193910479
2532541,ARIMA,1255.4695550555025,188.25938346458358,12,2021-01-11,2021-01-16,1-step_ahead,12113,1041.0,886.4879437132033,1014.2054474480043,1128.4905305304069,1255.4695550555025,1382.448579580598,1496.7336626630008,1624.4511663978014,92.83334925980587
2532542,ARIMA,906.9501183835382,532.2384792119976,12,2020-12-28,2021-01-16,3-step_ahead,12113,1041.0,0.0,224.85906210632538,547.9607194950955,906.9501183835382,1265.939517271981,1589.041174660751,1950.1183688254239,123.34023163672299
2532543,ARIMA,1279.9102938415053,455.21748223333253,12,2021-01-04,2021-01-16,2-step_ahead,12113,1041.0,387.7004235311716,696.5256168221068,972.8707679650557,1279.9102938415053,1586.949819717955,1863.294970860904,2172.120164151839,124.07495393667826
2532544,PatchSim_adpt,1398.0,103.39285714285721,12,2021-01-11,2021-01-16,1-step_ahead,12113,1041.0,1195.353723741305,1265.496722062442,1328.2625776136551,1398.0,1467.7374223863446,1530.503277937558,1600.646276258695,261.747058288863
2532545,PatchSim_adpt,856.5,135.4591836734694,12,2021-01-04,2021-01-16,2-step_ahead,12113,1041.0,591.004878624804,682.9020710958717,765.1341690423164,856.5,947.8658309576836,1030.0979289041284,1121.995121375196,82.8467135618901
2532546,PatchSim_adpt,1741.5,429.29846938775495,12,2020-12-21,2021-01-16,4-step_ahead,12113,1041.0,900.0904613818294,1191.331874470222,1451.942582623093,1741.5,2031.057417376907,2291.668125529778,2582.909538618171,345.2592193767522
2532547,ENKF,746.4870235680992,7.502078000843079,12,2020-12-21,2021-01-16,4-step_ahead,12113,1041.0,731.7832208772362,736.872723761281,741.4269488513589,746.4870235680992,751.5470982848393,756.1013233749173,761.1908262589618,287.6015222147168
2532548,ENKF,766.1342874057755,5.2352479677524695,12,2020-12-28,2021-01-16,3-step_ahead,12113,1041.0,755.8733899388443,759.4250471766879,762.6031663117917,766.1342874057755,769.6654084997592,772.8435276348628,776.3951848727069,270.0426253588398
2532549,ENKF,929.546890781614,3.5430458722978817,12,2021-01-04,2021-01-16,2-step_ahead,12113,1041.0,922.6026484763369,925.0062947971744,927.1571426562746,929.546890781614,931.9366389069536,934.0874867660538,936.4911330868912,108.18900034974743
2532550,ENKF,971.9095853870912,2.0100730827756292,12,2021-01-11,2021-01-16,1-step_ahead,12113,1041.0,967.9699145385575,969.333573081001,970.5538116956141,971.9095853870912,973.2653590785684,974.4855976931813,975.8492562356247,67.23859061384668
2532551,lstm,842.4817028808594,125.67121172477249,12,2021-01-04,2021-01-16,2-step_ahead,12113,1041.0,596.1706540067977,681.4275647510904,757.7177586777788,842.4817028808594,927.24564708394,1003.5358410106284,1088.7927517549213,96.3960036103426
2532552,lstm,949.135010986328,138.37313787680148,12,2021-01-11,2021-01-16,1-step_ahead,12113,1041.0,677.9286443200019,771.8026995109942,855.8037477859561,949.135010986328,1042.4662741866996,1126.4673224616618,1220.341377652654,40.464259067258546
2598844,AR_spatial,1115.838592209476,146.8629414646835,12,2021-01-04,2021-01-09,1-step_ahead,12113,1165.0,827.9925162750823,927.626159654926,1016.7810435078999,1115.838592209476,1214.896140911052,1304.0510247640261,1403.6846681438699,36.04121958676564
2598845,AR_spatial,782.3694503094821,128.60721325110188,12,2020-12-28,2021-01-09,2-step_ahead,12113,1165.0,530.30394418526,617.5526748272043,695.6252031703322,782.3694503094821,869.113697448632,947.18622579176,1034.4349564337042,264.14832832668696
2598846,AR_spatial,837.970482308354,112.88060407346813,12,2020-12-21,2021-01-09,3-step_ahead,12113,1165.0,616.7285637712313,693.3081674383808,761.8336718648578,837.970482308354,914.1072927518504,982.6327971783272,1059.2124008454766,223.03578062650502
2598847,AR_spatial,765.2038401245326,86.68084999614241,12,2020-12-14,2021-01-09,4-step_ahead,12113,1165.0,595.3124959827745,654.1178611092397,706.7384952638506,765.2038401245326,823.6691849852147,876.2898191398256,935.0951842662906,319.93952199625437
2598848,AR,1059.5304043639971,72.61079096750284,12,2021-01-04,2021-01-09,1-step_ahead,12113,1165.0,917.2158691787256,966.4759315241624,1010.5551701027864,1059.5304043639971,1108.505638625208,1152.5848772038319,1201.844939549269,49.102434413370744
2598849,AR,925.9249713304976,59.84171680516448,12,2020-12-28,2021-01-09,2-step_ahead,12113,1165.0,808.6373616193297,849.2347254739624,885.5623467112773,925.9249713304976,966.2875959497176,1002.6152171870327,1043.212581041665,183.94453203508897
2598850,AR,771.5617081881858,61.170093522763814,12,2020-12-21,2021-01-09,3-step_ahead,12113,1165.0,651.6705279526218,693.1690790695783,730.3031070885459,771.5617081881858,812.8203092878258,849.9543373067934,891.4528884237496,337.0839989351022
2598851,AR,590.6523862155575,27.524949327241163,12,2020-12-14,2021-01-09,4-step_ahead,12113,1165.0,536.7044768578749,555.3777443136959,572.0870900196668,590.6523862155575,609.2176824114483,625.9270281174192,644.6002955732401,548.9896493532331
2598852,ARIMA,987.8604585550128,676.8924970261294,12,2020-12-14,2021-01-09,4-step_ahead,12113,1165.0,0.0,120.38781928578292,531.3034073262568,987.8604585550128,1444.4175097837685,1855.3330978242425,2314.545374131612,156.6304167268594
2598853,ARIMA,1042.7235613099035,512.2502776231562,12,2020-12-21,2021-01-09,3-step_ahead,12113,1165.0,38.73146609787341,386.2484160712917,697.2159995179874,1042.7235613099035,1388.2311231018198,1699.1987065485157,2046.7156565219336,118.6818954426658
2598854,ARIMA,864.2271211278621,322.83865080000663,12,2020-12-28,2021-01-09,2-step_ahead,12113,1165.0,231.474992742346,450.4927427768071,646.4757601961256,864.2271211278621,1081.9784820595987,1277.9614994789172,1496.9792495133786,130.47660569480723
2598855,ARIMA,1193.651609223376,186.5524906483684,12,2021-01-04,2021-01-09,1-step_ahead,12113,1165.0,828.0154463263286,954.5749727767152,1067.823866407501,1193.651609223376,1319.479352039251,1432.7282456700366,1559.2877721204236,40.95337470108856
2598856,PatchSim_adpt,883.0,75.51020408163265,12,2021-01-04,2021-01-09,1-step_ahead,12113,1165.0,735.0027195347307,786.2297797445914,832.0691413117247,883.0,933.9308586882756,979.7702202554086,1030.9972804652693,212.43456514557982
2598857,PatchSim_adpt,1489.5,282.2576530612245,12,2020-12-21,2021-01-09,3-step_ahead,12113,1165.0,936.2851656391983,1127.7722628324432,1299.1201060958024,1489.5,1679.8798939041974,1851.2277371675568,2042.7148343608021,140.44752634270074
2598858,PatchSim_adpt,1683.0,450.3061224489797,12,2020-12-14,2021-01-09,4-step_ahead,12113,1165.0,800.4162179821162,1105.9094838011915,1379.2731359576214,1683.0,1986.7268640423786,2260.0905161988085,2565.5837820178835,224.19538866270474
2598859,ENKF,650.8845739033168,8.005008416206536,12,2020-12-14,2021-01-09,4-step_ahead,12113,1165.0,635.1950457116119,640.6257428353296,645.4852777763522,650.8845739033168,656.2838700302815,661.143404971304,666.5741020950218,506.74063618239984
2598860,ENKF,746.4333572801497,5.3631040456932215,12,2020-12-21,2021-01-09,3-step_ahead,12113,1165.0,735.9218665052499,739.560262894213,742.8159985720946,746.4333572801497,750.050715988205,753.3064516660864,756.9448480550494,413.6257652630126
2598861,ENKF,766.0496052676718,3.391703726598325,12,2020-12-28,2021-01-09,2-step_ahead,12113,1165.0,759.4019881173089,761.7029620469863,763.7619358683794,766.0496052676718,768.3372746669643,770.3962484883574,772.6972224180348,395.8257131411741
2598862,ENKF,861.7072204779432,1.8364872791878208,12,2021-01-04,2021-01-09,1-step_ahead,12113,1165.0,858.1077715526692,859.3536673301975,860.4685286317656,861.7072204779432,862.945912324121,864.0607736256891,865.3066694032174,301.600875259115
2598863,lstm,896.1612854003906,114.42726136510021,12,2021-01-04,2021-01-09,1-step_ahead,12113,1165.0,671.8879742752426,749.5168494569651,818.9812704666223,896.1612854003906,973.3413003341587,1042.805721343816,1120.4345965255386,163.4200855166051
