,method,fct_mean,fct_std,location,forecast_date,target_end_date,target,FIPS,cases,q_0.025,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.975,wis
34367,ARIMA,1655.7029119068075,804.3230354386234,36,2021-12-20,2022-01-08,3-step_ahead,36055,5122.0,79.25873051117219,624.9214666368546,1113.195268656856,1655.7029119068075,2198.21055515676,2686.484357176761,3232.1470933024434,2725.2968166169658
34368,ARIMA,7624.670656830976,2281.667885518504,36,2022-01-03,2022-01-08,1-step_ahead,36055,5122.0,3152.683776533049,4700.5956060919,6085.709054697178,7624.670656830976,9163.632258964775,10548.745707570053,12096.657537128904,1083.6970109549363
34369,PatchSim_adpt,3411.0,800.3061224489787,36,2021-12-27,2022-01-08,2-step_ahead,36055,5122.0,1842.4288233930993,2385.366435860583,2871.2017233889937,3411.0,3950.7982766110063,4436.633564139417,4979.571176606902,973.7003978875447
34370,PatchSim_adpt,3424.5,804.3494897959183,36,2021-12-20,2022-01-08,3-step_ahead,36055,5122.0,1848.0039690168328,2393.6846521070397,2881.9745135572052,3424.5,3967.0254864427948,4455.31534789296,5000.996030983168,956.4753568657786
34371,PatchSim_adpt,3427.0,799.7959183673462,36,2021-12-13,2022-01-08,4-step_ahead,36055,5122.0,1859.4288050178643,2402.020288700146,2887.545850812563,3427.0,3966.454149187437,4451.979711299854,4994.571194982136,958.170434609534
34372,lstm,2399.465815429688,617.4448186736363,36,2021-12-13,2022-01-08,4-step_ahead,36055,5122.0,1189.2962083884968,1608.1784414210877,1983.0056139226426,2399.465815429688,2815.926016936734,3190.753189438289,3609.635422470879,2153.699576956159
34373,lstm,1238.8294055175784,242.33222426108085,36,2021-12-20,2022-01-08,3-step_ahead,36055,5122.0,763.8669736723764,928.2681641338852,1075.3788041112614,1238.8294055175784,1402.2800069238956,1549.3906469012713,1713.7918373627804,3659.916707607263
34374,lstm,2267.34791015625,356.70009093818544,36,2021-12-27,2022-01-08,2-step_ahead,36055,5122.0,1568.2285786352445,1810.2183501845166,2026.7573549244328,2267.34791015625,2507.938465388066,2724.4774701279825,2966.467241677255,2526.0342925471077
34375,lstm,4861.267348632812,652.7261135283288,36,2022-01-03,2022-01-08,1-step_ahead,36055,5122.0,3581.947674348485,4024.76517596874,4421.010275372631,4861.267348632812,5301.524421892994,5697.769521296885,6140.58702291714,166.217508731633
93292,AR_spatial,2484.899378777824,399.06078833598883,36,2021-12-27,2022-01-01,1-step_ahead,36055,5122.0,1702.754605997124,1973.4824007383752,2215.736967340032,2484.899378777824,2754.0617902156164,2996.316356817273,3267.044151558525,2269.4571005672838
93293,AR_spatial,2687.257143727335,381.89778220633036,36,2021-12-20,2022-01-01,2-step_ahead,36055,5122.0,1938.7512448272064,2197.835443062801,2429.671004006549,2687.257143727335,2944.843283448121,3176.678844391869,3435.763042627464,2082.9111321734813
93294,AR_spatial,3264.504841155545,356.42366020782794,36,2021-12-13,2022-01-01,3-step_ahead,36055,5122.0,2565.92730391026,2807.729541419066,3024.100735617994,3264.504841155545,3504.908946693096,3721.280140892024,3963.082378400829,1529.1320294327468
93295,AR_spatial,3453.2762010095234,513.8484609383831,36,2021-12-06,2022-01-01,4-step_ahead,36055,5122.0,2446.151724058956,2794.752901441255,3106.6906809525517,3453.2762010095234,3799.8617210664947,4111.799500577792,4460.400677960091,1195.3296124801511
93296,AR,2478.419941373366,370.4327921555998,36,2021-12-27,2022-01-01,1-step_ahead,36055,5122.0,1752.3850100557788,2003.6912166572995,2228.5668199278985,2478.419941373366,2728.273062818833,2953.1486660894325,3204.454872690953,2302.310708555978
93297,AR,3031.813763633292,213.4291903302259,36,2021-12-20,2022-01-01,2-step_ahead,36055,5122.0,2613.500237336505,2758.293250632675,2887.8579623629053,3031.813763633292,3175.769564903678,3305.334276633909,3450.1272899300793,1893.559904647384
93298,AR,3362.509755666267,243.36402823103455,36,2021-12-13,2022-01-01,3-step_ahead,36055,5122.0,2885.52502520085,3050.6262042895455,3198.363213058005,3362.509755666267,3526.656298274529,3674.3933070429907,3839.494486131684,1535.2857853772598
93299,AR,3413.1479400484473,354.2984193820093,36,2021-12-06,2022-01-01,4-step_ahead,36055,5122.0,2718.735798280241,2959.096246019456,3174.1772876646087,3413.1479400484473,3652.1185924322854,3867.199634077439,4107.560081816653,1382.4468553530075
93300,ARIMA,2370.095721158138,294.6070444163898,36,2021-12-27,2022-01-01,1-step_ahead,36055,5122.0,1792.676524510222,1992.541602165846,2171.3862893637215,2370.095721158138,2568.8051529525546,2747.64984015043,2947.514917806054,2480.491065154273
